Dise No.,Rural / Urban,Year,Block Code,Block Name,Village Code,Village Name,Zonal Office,CRC Code,CRC No.,Pin Code,School Name,School Status Code,School Status,Management Code,Management Name,Category Code,Category Name,School Type Code,School Type Name,Lowest Class,Highest Class,Medium Code,Medium,Pre Primary Boys,Pre Primary Girls,Pre Primary Total,1 Boys,1 Girls,1 Total,2 Boys,2 Girls,2 Total,3 Boys,3 Girls,3 Total,4 Boys,4 Girls,4 Total,5 Boys,5 Girls,5 Total,6 Boys,6 Girls,6 Total,7 Boys,7 Girls,7 Total,8 Boys,8 Girls,8 Total,9 Boys,9 Girls,9 Total,10 Boys,10 Girls,10 Total,11 Boys,11 Girls,11 Total,12 Boys,12 Girls,12 Total,1_5 Boys,1_5 Girls,1_5 Total,6_8 Boys,6_8 Girls,6_8 Total,1_8 Boys,1_8 Girls,1_8 Total,9_12 Boys,9_12 Girls,9_12 Total,1_12 Boys,1_12 Girls,1_12 Total
27251400903,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,PRATIBHA PAWAR VID,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,55,76,131,48,41,89,51,52,103,54,48,102,61,42,103,67,59,126,66,48,114,66,47,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,242,523,132,95,227,413,337,750,0,0,0,413,337,750
27251400904,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,SAU. VIJAYMALA KADAM KANYA PRASHALA,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,2,Girls,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,159,159,0,194,194,0,326,326,0,332,332,0,293,293,0,0,0,0,0,0,0,128,128,0,679,679,0,807,807,0,625,625,0,1432,1432
27251400905,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,SHRI SHANKARRAO MORE VIDH.,0,Operational,4,Pvt. Aided,5,Up. Pr. Secondary and Higher Sec,3,Co-Education,5,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,88,0,88,128,0,128,204,0,204,242,0,242,195,0,195,110,50,160,97,44,141,54,0,54,420,0,420,474,0,474,644,94,738,1118,94,1212
27251400906,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,PUNE JILHA PRA. SANGH MAD VIDH,0,Operational,4,Pvt. Aided,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,50,132,91,44,135,64,33,97,0,0,0,0,0,0,0,0,0,82,50,132,82,50,132,155,77,232,237,127,364
27251400907,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,BHARATIY VIDYAPEETH PRI,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,73,118,191,51,71,122,43,83,126,56,80,136,51,92,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,326,527,0,0,0,201,326,527,0,0,0,201,326,527
27251400908,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,MIT SHARDA PRIMARY,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,183,136,319,114,78,192,142,83,225,151,85,236,133,99,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,345,885,0,0,0,540,345,885,0,0,0,540,345,885
27251400909,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,SANT DYANESHWAR MADH,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,3,Co-Education,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,70,228,152,88,240,157,83,240,168,99,267,174,90,264,157,74,231,0,0,0,0,0,0,158,70,228,477,270,747,635,340,975,331,164,495,966,504,1470
27251400910,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,BHARATIY VIDYAPEETH ENG HSCH,0,Operational,20,Permanent Unaided,7,Upper Pr. and Secondary,3,Co-Education,5,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,25,67,42,24,66,36,19,55,31,14,45,39,16,55,32,21,53,0,0,0,0,0,0,42,25,67,109,57,166,151,82,233,71,37,108,222,119,341
27251400911,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411043,BHARATIY VIDYAPEETH PRI ENG,0,Operational,20,Permanent Unaided,1,Primary,3,Co-Education,1,4,19,English,102,76,178,43,35,78,58,30,88,52,28,80,36,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,120,309,0,0,0,189,120,309,0,0,0,189,120,309
27251400912,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,MIT SWAMI VIVEKANAND PRI SC,0,Operational,20,Permanent Unaided,1,Primary,3,Co-Education,1,4,19,English,181,130,311,100,78,178,116,62,178,111,62,173,110,70,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,272,709,0,0,0,437,272,709,0,0,0,437,272,709
27251400913,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,MAEERS SARASWATI NEW ENGLISH SCH,0,Operational,20,Permanent Unaided,7,Upper Pr. and Secondary,3,Co-Education,5,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,74,172,106,86,192,90,77,167,88,63,151,91,55,146,91,89,180,0,0,0,0,0,0,98,74,172,284,226,510,382,300,682,182,144,326,564,444,1008
27251400914,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,MAMASAHEB MOHOL JR. COLLEGE,0,Operational,4,Pvt. Aided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,177,488,296,56,352,0,0,0,0,0,0,0,0,0,607,233,840,607,233,840
27251400915,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411052,YMC JR. COLLEGE,0,Operational,4,Pvt. Aided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,219,542,271,175,446,0,0,0,0,0,0,0,0,0,594,394,988,594,394,988
27251400916,Urban,2015-16,272514,Aundh,272514009,KELEWADI MIT,Kothrud,2725140007,Aundh CRC No. 7,411038,MIT JR. COLLEGE,0,Operational,4,Pvt. Aided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,230,609,266,233,499,0,0,0,0,0,0,0,0,0,645,463,1108,645,463,1108
27251401001,Urban,2015-16,272514,Aundh,272514010,SHIVTIRTHANAGAR,Kothrud,2725140009,Aundh CRC No. 9,411038,PMC SCHOOL NO. 134 B,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,32,29,61,19,15,34,16,22,38,16,17,33,26,3,29,35,12,47,26,1,27,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,69,181,54,1,55,166,70,236,0,0,0,166,70,236
27251401002,Urban,2015-16,272514,Aundh,272514010,SHIVTIRTHANAGAR,Kothrud,2725140009,Aundh CRC No. 9,411038,PMC SCHOOL NO. 18 G,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,37,31,68,18,27,45,28,35,63,21,41,62,18,54,72,5,60,65,2,63,65,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,217,307,2,131,133,92,348,440,0,0,0,92,348,440
27251401003,Urban,2015-16,272514,Aundh,272514010,SHIVTIRTHANAGAR,Kothrud,2725140009,Aundh CRC No. 9,411038,RAJA SHRISHIVRAY PRATI MAD,0,Operational,4,Pvt. Aided,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,102,264,142,85,227,119,96,215,0,0,0,0,0,0,0,0,0,162,102,264,162,102,264,261,181,442,423,283,706
27251401004,Urban,2015-16,272514,Aundh,272514010,SHIVTIRTHANAGAR,Kothrud,2725140009,Aundh CRC No. 9,411038,P B JOG MARATHI MADH,0,Operational,19,Unaided,8,Secondary Only,3,Co-Education,9,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,28,102,78,42,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,70,222,152,70,222
27251401005,Urban,2015-16,272514,Aundh,272514010,SHIVTIRTHANAGAR,Kothrud,2725140009,Aundh CRC No. 9,411038,ATHARV PRIMARY,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,8,7,15,9,8,17,12,13,25,12,19,31,8,9,17,12,6,18,19,8,27,7,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,55,108,26,19,45,79,74,153,0,0,0,79,74,153
27251401006,Urban,2015-16,272514,Aundh,272514010,SHIVTIRTHANAGAR,Kothrud,2725140009,Aundh CRC No. 9,411038,SHRI SAGDURU BABAMAHARAJ SAHAS,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,163,188,351,102,91,193,90,106,196,116,91,207,117,89,206,114,109,223,123,96,219,140,90,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,486,1025,263,186,449,802,672,1474,0,0,0,802,672,1474
27251401007,Urban,2015-16,272514,Aundh,272514010,SHIVTIRTHANAGAR,Kothrud,2725140009,Aundh CRC No. 9,411038,ATHARV VIDYALAY SEC. MAR MED,0,Operational,8,Un-Recognised,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25,8,2,10,8,8,16,0,0,0,0,0,0,0,0,0,16,9,25,16,9,25,16,10,26,32,19,51
27251401101,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411016,PMC SCHOOL NO. 57 B,0,Operational,17,MNC,1,Primary,3,Co-Education,1,4,10,Marathi,7,9,16,2,1,3,2,3,5,1,4,5,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,0,0,0,7,11,18,0,0,0,7,11,18
27251401102,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,PMC SCHOOL NO. 2 B,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,4,2,6,12,2,14,19,0,19,19,0,19,26,1,27,41,0,41,38,0,38,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3,120,83,0,83,200,3,203,0,0,0,200,3,203
27251401103,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,PMC SCHOOL NO. 41 G,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,13,16,29,6,7,13,1,8,9,1,22,23,0,19,19,0,25,25,0,25,25,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,81,89,0,61,61,8,142,150,0,0,0,8,142,150
27251401104,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,SHIRISHKUMAR VIDYALAYA,0,Operational,17,MNC,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,67,190,130,78,208,77,55,132,0,0,0,0,0,0,0,0,0,123,67,190,123,67,190,207,133,340,330,200,530
27251401105,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,P E S PRI,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,119,125,244,81,89,170,113,105,218,108,125,233,116,163,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,482,900,0,0,0,418,482,900,0,0,0,418,482,900
27251401106,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,P E S GIRLS,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,2,Girls,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,222,222,0,214,214,0,301,301,0,358,358,0,250,250,0,0,0,0,0,0,0,166,166,0,737,737,0,903,903,0,608,608,0,1511,1511
27251401107,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,MODERN HIGH SCHOOL,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,1,Boys,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,168,231,0,231,246,0,246,318,0,318,391,0,391,331,0,331,0,0,0,0,0,0,168,0,168,795,0,795,963,0,963,722,0,722,1685,0,1685
27251401108,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411016,GURUKUL ENG MEDIUM,0,Operational,20,Permanent Unaided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,1,10,19,English,0,0,0,29,33,62,34,31,65,29,34,63,33,31,64,39,30,69,24,35,59,35,33,68,31,32,63,30,26,56,42,17,59,0,0,0,0,0,0,164,159,323,90,100,190,254,259,513,72,43,115,326,302,628
27251401109,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,PUNE POLICE PUBLIC SCHOOL,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,87,66,153,81,41,122,84,60,144,94,45,139,100,44,144,79,61,140,71,53,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,256,702,150,114,264,596,370,966,0,0,0,596,370,966
27251401110,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,MODERN ENG MED,0,Operational,20,Permanent Unaided,1,Primary,3,Co-Education,1,4,19,English,147,100,247,61,48,109,64,47,111,70,43,113,66,54,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,192,453,0,0,0,261,192,453,0,0,0,261,192,453
27251401111,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,MODERN ENG HIGHSCH,0,Operational,20,Permanent Unaided,7,Upper Pr. and Secondary,3,Co-Education,5,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,46,111,76,39,115,70,40,110,73,47,120,71,38,109,59,41,100,0,0,0,0,0,0,65,46,111,219,126,345,284,172,456,130,79,209,414,251,665
27251401112,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,PUNE PUBLIC SCHOOL HISCHOOL,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,36,111,64,39,103,53,34,87,0,0,0,0,0,0,0,0,0,75,36,111,75,36,111,117,73,190,192,109,301
27251401113,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140003,Aundh CRC No. 3,411005,MODERN JR. COLLEGE,0,Operational,4,Pvt. Aided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,684,1312,566,588,1154,0,0,0,0,0,0,0,0,0,1194,1272,2466,1194,1272,2466
27251401114,Urban,2015-16,272514,Aundh,272514011,MODEL COLONY,Ghole Road,2725140006,Aundh CRC No. 6,411004,ANKUR MARATHI VIDYAMANDIR,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,8,10,Marathi,7,7,14,5,3,8,4,4,8,5,2,7,9,5,14,10,3,13,11,4,15,5,7,12,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,33,17,50,25,14,39,58,31,89,0,0,0,58,31,89
27251401201,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,PMC SCHOOL NO. 26 G,0,Operational,17,MNC,1,Primary,3,Co-Education,1,4,10,Marathi,21,25,46,7,5,12,2,9,11,3,7,10,6,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,56,0,0,0,18,38,56,0,0,0,18,38,56
27251401202,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,PMC SCHOOL NO. 7 G,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,20,24,44,8,10,18,8,18,26,1,28,29,6,24,30,2,25,27,0,34,34,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,105,130,0,55,55,25,160,185,0,0,0,25,160,185
27251401203,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,PMC SCHOOL NO. 42 B,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,37,39,76,2,4,6,7,7,14,16,3,19,5,0,5,11,8,19,28,0,28,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22,63,64,0,64,105,22,127,0,0,0,105,22,127
27251401204,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,PMC SCHOOL VINI 13,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,4,7,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,2,7,9,7,9,16,0,0,0,7,9,16
27251401205,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,PMC SCHOOL NO. 37 B KANNAD,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,5,Kannada,0,0,0,10,9,19,13,13,26,11,12,23,10,13,23,15,17,32,16,16,32,31,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,64,123,47,25,72,106,89,195,0,0,0,106,89,195
27251401206,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,HUTATMA RAJGURU HIGHSCH BOYS,0,Operational,4,Pvt. Aided,5,Up. Pr. Secondary and Higher Sec,3,Co-Education,5,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,13,0,13,46,0,46,50,0,50,38,0,38,118,63,181,127,43,170,6,0,6,65,0,65,71,0,71,333,106,439,404,106,510
27251401207,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411004,CHANDRAKANT DARODE MADHYAMIK VIDYALAYA,0,Operational,4,Pvt. Aided,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,64,44,34,78,42,18,60,0,0,0,0,0,0,0,0,0,36,28,64,36,28,64,86,52,138,122,80,202
27251401208,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,CHANDRAKANT DARODE PRATHMIK VIDYALAYA,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,63,37,100,14,27,41,25,41,66,31,35,66,27,30,57,31,35,66,35,23,58,40,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,168,296,75,58,133,203,226,429,0,0,0,203,226,429
27251401209,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,HUTATMA RAJGURU VID GIRLS,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,3,Co-Education,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,34,34,0,40,40,0,67,67,0,36,36,0,0,0,0,0,0,0,4,4,0,81,81,0,85,85,0,103,103,0,188,188
27251401210,Urban,2015-16,272514,Aundh,272514012,PANDAVNAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,KUSUMTAI BAGAL,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,12,20,32,15,18,33,16,16,32,15,18,33,13,20,33,16,15,31,12,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,92,163,28,33,61,99,125,224,0,0,0,99,125,224
27251401301,Urban,2015-16,272514,Aundh,272514013,PARMHANSNAGAR VANAZ CO,Kothrud,2725140009,Aundh CRC No. 9,411038,PMC SCHOOL NO. 139 B,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,41,49,90,23,42,65,22,26,48,22,22,44,15,21,36,19,27,46,23,34,57,31,29,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,138,239,54,63,117,155,201,356,0,0,0,155,201,356
27251401302,Urban,2015-16,272514,Aundh,272514013,PARMHANSNAGAR VANAZ CO,Kothrud,2725140009,Aundh CRC No. 9,411038,VANAZ PARIWAR VIDYA MANDIR,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,8,10,Marathi,57,58,115,40,38,78,51,39,90,61,36,97,56,33,89,47,30,77,42,36,78,37,43,80,30,21,51,0,0,0,0,0,0,0,0,0,0,0,0,255,176,431,109,100,209,364,276,640,0,0,0,364,276,640
27251401303,Urban,2015-16,272514,Aundh,272514013,PARMHANSNAGAR VANAZ CO,Kothrud,2725140009,Aundh CRC No. 9,411038,VASUNDHARA PRI SC,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,50,31,81,17,13,30,15,21,36,17,13,30,17,9,26,17,12,29,19,9,28,15,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,68,151,34,14,48,117,82,199,0,0,0,117,82,199
27251401304,Urban,2015-16,272514,Aundh,272514013,PARMHANSNAGAR VANAZ CO,Kothrud,2725140009,Aundh CRC No. 9,411038,VISHVA NIRMAL VIDYALAY,0,Operational,19,Unaided,1,Primary,3,Co-Education,1,3,19,English,66,43,109,15,4,19,8,4,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,35,0,0,0,27,8,35,0,0,0,27,8,35
27251401305,Urban,2015-16,272514,Aundh,272514013,PARMHANSNAGAR VANAZ CO,Kothrud,2725140009,Aundh CRC No. 9,411038,VASUNDHARA SEC SCHOOL,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14,18,3,21,12,1,13,0,0,0,0,0,0,0,0,0,12,2,14,12,2,14,30,4,34,42,6,48
27251401306,Urban,2015-16,272514,Aundh,272514013,PARMHANSNAGAR VANAZ CO,Kothrud,2725140009,Aundh CRC No. 9,411038,CITI INTERNATIONAL SCHOOL,0,Operational,20,Permanent Unaided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,1,10,19,English,252,203,455,87,70,157,84,76,160,84,67,151,97,55,152,63,55,118,67,55,122,54,46,100,52,42,94,39,28,67,19,20,39,0,0,0,0,0,0,415,323,738,173,143,316,588,466,1054,58,48,106,646,514,1160
27251401307,Urban,2015-16,272514,Aundh,272514013,PARMHANSNAGAR VANAZ CO,Kothrud,2725140009,Aundh CRC No. 9,411038,SAHAYADRI INTERNATIONAL SCHOOL,0,Operational,20,Permanent Unaided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,1,9,19,English,89,73,162,30,22,52,26,9,35,19,15,34,21,12,33,10,5,15,9,3,12,10,2,12,4,3,7,4,3,7,0,0,0,0,0,0,0,0,0,106,63,169,23,8,31,129,71,200,4,3,7,133,74,207
27251401401,Urban,2015-16,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,PMC SCHOOL NO. 161 B ENGLISH,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,104,89,193,66,48,114,68,40,108,49,67,116,48,41,89,38,33,71,22,15,37,20,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,229,498,42,26,68,311,255,566,0,0,0,311,255,566
27251401402,Urban,2015-16,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,PMC SCHOOL NO. 161 B,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,55,63,118,35,50,85,44,36,80,32,29,61,39,36,75,37,27,64,25,33,58,46,34,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,178,365,71,67,138,258,245,503,0,0,0,258,245,503
27251401403,Urban,2015-16,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,YASHODEEP PRATHAMIK,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,44,39,83,43,30,73,44,35,79,44,29,73,41,37,78,53,26,79,56,34,90,48,43,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,157,382,104,77,181,329,234,563,0,0,0,329,234,563
27251401404,Urban,2015-16,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,NAVBHARAT PRIMARY,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,63,57,120,61,56,117,48,48,96,62,40,102,48,52,100,40,40,80,45,41,86,51,39,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,236,495,96,80,176,355,316,671,0,0,0,355,316,671
