Dise No.,Rural / Urban,Year,Block Code,Block Name,Village Code,Village Name,Zonal Office,CRC Code,CRC No.,Pin Code,School Name,School Status Code,School Status,Management Code,Management Name,Category Code,Category Name,School Type Code,School Type Name,Lowest Class,Highest Class,Medium Code,Medium,Pre Primary Boys,Pre Primary Girls,Pre Primary Total,1 Boys,1 Girls,1 Total,2 Boys,2 Girls,2 Total,3 Boys,3 Girls,3 Total,4 Boys,4 Girls,4 Total,5 Boys,5 Girls,5 Total,6 Boys,6 Girls,6 Total,7 Boys,7 Girls,7 Total,8 Boys,8 Girls,8 Total,9 Boys,9 Girls,9 Total,10 Boys,10 Girls,10 Total,11 Boys,11 Girls,11 Total,12 Boys,12 Girls,12 Total,1_5 Boys,1_5 Girls,1_5 Total,6_8 Boys,6_8 Girls,6_8 Total,1_8 Boys,1_8 Girls,1_8 Total,9_12 Boys,9_12 Girls,9_12 Total,1_12 Boys,1_12 Girls,1_12 Total
27251401402,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,P.M.C.SCHOOL NO.161 B MAR,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,51,51,102,41,25,66,44,39,83,44,43,87,41,30,71,45,45,90,28,36,64,32,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,182,397,60,62,122,275,244,519,0,0,0,275,244,519
27251401403,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,YASHODEEP PRATHAMIK,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,33,33,66,29,24,53,35,29,64,36,27,63,34,33,67,39,39,78,42,43,85,37,27,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,152,325,79,70,149,252,222,474,0,0,0,252,222,474
27251401404,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,NAVBHARAT PRIMARY,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,62,28,90,42,48,90,41,40,81,48,49,97,46,42,88,62,31,93,46,35,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,207,446,108,66,174,347,273,620,0,0,0,347,273,620
27251401405,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,PANDIT NEHRU PRIMARY,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,45,22,67,43,35,78,51,20,71,43,29,72,52,23,75,46,21,67,43,21,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,129,363,89,42,131,323,171,494,0,0,0,323,171,494
27251401406,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,MOHAL VIDHYALAYA,0,Operational,4,Pvt. Aided,5,Up. Pr. Secondary and Higher Sec,3,Co-Education,5,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,29,81,66,47,113,68,45,113,79,47,126,81,66,147,57,40,97,61,27,88,47,40,87,52,29,81,213,139,352,265,168,433,246,173,419,511,341,852
27251401407,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,MODERN HIGH SCHOOL,0,Operational,4,Pvt. Aided,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,20,79,39,35,74,35,16,51,0,0,0,0,0,0,0,0,0,59,20,79,59,20,79,74,51,125,133,71,204
27251401408,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,YASHODEEP MADHYMIK,0,Operational,4,Pvt. Aided,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,59,123,66,50,116,50,25,75,0,0,0,0,0,0,0,0,0,64,59,123,64,59,123,116,75,191,180,134,314
27251401409,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,DNYANDA BALAK MANDIR,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,23,26,49,22,18,40,20,21,41,29,14,43,27,15,42,27,14,41,26,15,41,28,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,82,207,54,30,84,179,112,291,0,0,0,179,112,291
27251401410,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,VIMAL VIDYA KUNJ MARATHI,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,91,46,137,95,41,136,112,53,165,102,56,158,100,43,143,113,35,148,108,41,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,239,739,221,76,297,721,315,1036,0,0,0,721,315,1036
27251401411,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,VIMAL VIDYA KUNJ MARATHI SECO,0,Operational,19,Unaided,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,40,183,94,40,134,95,45,140,0,0,0,0,0,0,0,0,0,143,40,183,143,40,183,189,85,274,332,125,457
27251401412,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,VIMAL VIDYA KUNJ ,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,118,68,186,114,71,185,96,62,158,96,64,160,75,36,111,54,36,90,48,28,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,301,800,102,64,166,601,365,966,0,0,0,601,365,966
27251401413,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,ADARASH PRIMARY SCHOOL,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,24,12,36,13,5,18,4,8,12,5,5,10,8,3,11,6,5,11,6,0,6,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,62,10,6,16,46,32,78,0,0,0,46,32,78
27251401414,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,NAVBHARAT MADHYAMIK,0,Operational,19,Unaided,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,75,43,23,66,27,20,47,0,0,0,0,0,0,0,0,0,38,37,75,38,37,75,70,43,113,108,80,188
27251401415,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,ONKAR PRIMARY,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,15,6,21,9,4,13,14,8,22,14,7,21,5,7,12,8,3,11,7,5,12,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,29,79,8,10,18,58,39,97,0,0,0,58,39,97
27251401416,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,MELINIUM NATIONAL ENG SCH,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,485,369,854,133,125,258,120,118,238,117,104,221,111,90,201,117,109,226,117,86,203,77,65,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,546,1144,194,151,345,792,697,1489,0,0,0,792,697,1489
27251401417,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,MELINIUM NATIONAL SECONDARY,0,Operational,20,Permanent Unaided,10,Secondary with Higher Secondary,3,Co-Education,8,12,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,55,140,66,60,126,51,42,93,18,12,30,24,8,32,0,0,0,85,55,140,85,55,140,159,122,281,244,177,421
27251401418,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,SHANU PATEL HIGH SCHOOL,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,26,81,57,25,82,53,30,83,0,0,0,0,0,0,0,0,0,55,26,81,55,26,81,110,55,165,165,81,246
27251401419,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,ROSARY PRIMARY ENG SCHOOL,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,47,28,75,58,40,98,73,59,132,75,50,125,61,45,106,48,43,91,38,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,222,536,86,76,162,400,298,698,0,0,0,400,298,698
27251401420,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,P.E.S. ENGLISH MEDIUM,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,37,18,55,26,19,45,28,20,48,28,8,36,23,10,33,16,16,32,12,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,75,217,28,21,49,170,96,266,0,0,0,170,96,266
27251401421,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,ROSARY HIGHSCHOOL,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,43,40,33,73,24,14,38,0,0,0,0,0,0,0,0,0,22,21,43,22,21,43,64,47,111,86,68,154
27251401422,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,ROSARY INTERNATIONAL SCHOOL,0,Operational,20,Permanent Unaided,6,Pr. Up Pr. and Secondary Only,3,Co-Education,1,10,19,English,0,0,0,45,34,79,44,43,87,37,41,78,56,54,110,46,39,85,37,24,61,24,17,41,13,15,28,9,9,18,0,0,0,0,0,0,0,0,0,228,211,439,74,56,130,302,267,569,9,9,18,311,276,587
27251401423,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,P E S ENGLISH MEDIUM SEC,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26,11,6,17,6,1,7,0,0,0,0,0,0,0,0,0,17,9,26,17,9,26,17,7,24,34,16,50
27251401424,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,JAIHIND ENGLISH MEDIUM,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,86,62,148,47,32,79,55,31,86,45,22,67,24,24,48,25,18,43,12,10,22,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,127,323,20,16,36,216,143,359,0,0,0,216,143,359
27251401425,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,JAIHIND SECONDAR SEC ENGLISH,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,26,10,4,14,9,4,13,0,0,0,0,0,0,0,0,0,16,10,26,16,10,26,19,8,27,35,18,53
27251401426,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,R.M.D. SINHGAD SPRINGDEL PRI SCHOOL,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,173,131,304,174,108,282,166,111,277,176,114,290,161,92,253,148,79,227,129,98,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,556,1406,277,177,454,1127,733,1860,0,0,0,1127,733,1860
27251401427,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,VIDYASHRAM PRI SCHOOL,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,34,21,55,10,10,20,16,1,17,8,6,14,10,7,17,11,4,15,7,1,8,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,28,83,13,3,16,68,31,99,0,0,0,68,31,99
27251401428,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,R.M.D. SINHGAD SPRINGDEL SEC SCHOOL,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,101,225,130,85,215,100,52,152,0,0,0,0,0,0,0,0,0,124,101,225,124,101,225,230,137,367,354,238,592
27251401429,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,RAGHAVDAS VIDYALAY SEC.,1,Closed,8,Un-Recognised,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27251401430,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,RAGHAVDAS VIDYALAY PRI.,0,Operational,8,Un-Recognised,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,88,77,165,39,23,62,23,18,41,20,22,42,25,9,34,18,7,25,17,7,24,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,79,204,25,18,43,150,97,247,0,0,0,150,97,247
27251401431,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,YASHODEEP ENGLISH MED SCHOOL,0,Operational,8,Un-Recognised,1,Primary,3,Co-Education,1,4,19,English,12,8,20,11,3,14,12,1,13,2,3,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,34,0,0,0,26,8,34,0,0,0,26,8,34
27251401432,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,PRE PRIMARY & PRIMARY MOHOL VIDYALAY,0,Operational,8,Un-Recognised,1,Primary,3,Co-Education,1,4,10,Marathi,34,36,70,20,24,44,25,28,53,27,26,53,31,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,106,209,0,0,0,103,106,209,0,0,0,103,106,209
27251401433,Urban,2013-14,272514,Aundh,272514014,POPULARNAGAR WARJE,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411058,DNYANDA MADHYAMIK VIDYALAYA,0,Operational,8,Un-Recognised,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,50,18,13,31,14,13,27,0,0,0,0,0,0,0,0,0,30,20,50,30,20,50,32,26,58,62,46,108
27251401501,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,PMC 55G ,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,21,15,36,2,9,11,7,5,12,4,4,8,6,5,11,12,5,17,15,9,24,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,59,20,19,39,51,47,98,0,0,0,51,47,98
27251401502,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,BADHIR MUK SHISKHAN KENDRA,0,Operational,11,Social Welfare Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,37,22,59,0,0,0,9,1,10,0,0,0,9,4,13,4,4,8,2,9,11,10,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,31,12,10,22,34,19,53,0,0,0,34,19,53
27251401503,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,BALSHIKSHAN MANDIR PRI,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,0,0,0,97,74,171,127,82,209,127,94,221,141,96,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,346,838,0,0,0,492,346,838,0,0,0,492,346,838
27251401504,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,PARANJAPE PRI,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,97,92,189,35,41,76,31,39,70,44,31,75,34,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,131,275,0,0,0,144,131,275,0,0,0,144,131,275
27251401505,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,ABHINAV PRI,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,311,284,595,124,99,223,132,80,212,122,95,217,135,86,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,360,873,0,0,0,513,360,873,0,0,0,513,360,873
27251401506,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,SHISHU VIHAR PRI,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,18,14,32,20,16,36,41,19,60,29,27,56,46,31,77,42,37,79,59,27,86,76,37,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,130,308,135,64,199,313,194,507,0,0,0,313,194,507
27251401507,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,RAMCHANDRA RATHI HIGHSCH,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,3,Co-Education,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21,60,44,25,69,51,20,71,53,29,82,66,23,89,35,29,64,0,0,0,0,0,0,39,21,60,148,74,222,187,95,282,101,52,153,288,147,435
27251401508,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,ABHINAV VIDYALA HIGH,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,3,Co-Education,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,119,275,156,121,277,151,121,272,151,125,276,175,118,293,150,122,272,0,0,0,0,0,0,156,119,275,458,367,825,614,486,1100,325,240,565,939,726,1665
27251401509,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411038,PREMLILA VITHAL KANYA SHALA,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,2,Girls,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,16,16,0,25,25,0,69,69,0,91,91,0,91,91,0,0,0,0,0,0,0,8,8,0,110,110,0,118,118,0,182,182,0,300,300
27251401510,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,ERANDWANA SEC,0,Operational,4,Pvt. Aided,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,55,165,135,68,203,81,71,152,0,0,0,0,0,0,0,0,0,110,55,165,110,55,165,216,139,355,326,194,520
27251401511,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,PADMATAI BANHATTI PRIMARY,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,10,11,21,1,11,12,2,24,26,0,22,22,0,26,26,1,24,25,0,36,36,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,107,111,0,62,62,4,169,173,0,0,0,4,169,173
27251401512,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,ST CRISPIN HOMES PRIMARY,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,2,Girls,1,7,10,Marathi,0,0,0,0,30,30,0,37,37,0,42,42,0,53,53,0,52,52,0,48,48,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0,101,101,0,315,315,0,0,0,0,315,315
27251401513,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,VIMLABAI GARWARE SCH,0,Operational,4,Pvt. Aided,5,Up. Pr. Secondary and Higher Sec,3,Co-Education,5,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,55,210,177,73,250,217,70,287,292,124,416,354,141,495,274,147,421,121,120,241,96,125,221,155,55,210,686,267,953,841,322,1163,845,533,1378,1686,855,2541
27251401514,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,ST CRISPIN'S HOME SEC,0,Operational,4,Pvt. Aided,8,Secondary Only,2,Girls,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,62,62,0,55,55,0,0,0,0,0,0,0,0,0,0,58,58,0,58,58,0,117,117,0,175,175
27251401515,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,KALMADI SEC KANNAD,0,Operational,4,Pvt. Aided,8,Secondary Only,3,Co-Education,8,10,5,Kannada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,66,48,40,88,32,19,51,0,0,0,0,0,0,0,0,0,32,34,66,32,34,66,80,59,139,112,93,205
27251401516,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,ABHINAV ENG HIGHSCHOOL,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,238,111,128,239,108,124,232,0,0,0,0,0,0,0,0,0,119,119,238,119,119,238,219,252,471,338,371,709
27251401517,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,SYMBIOSIS SCH,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,95,92,187,99,82,181,111,77,188,95,87,182,112,89,201,101,86,187,110,84,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,427,939,211,170,381,723,597,1320,0,0,0,723,597,1320
27251401518,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,PANDITRAO AGASHI SCH,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,109,77,186,36,28,64,41,27,68,40,32,72,48,28,76,40,34,74,44,28,72,34,29,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,149,354,78,57,135,283,206,489,0,0,0,283,206,489
27251401519,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,SYMBIOSIS SECONDARY,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,83,195,112,89,201,85,93,178,0,0,0,0,0,0,0,0,0,112,83,195,112,83,195,197,182,379,309,265,574
27251401520,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,PANDITRAO AGASHE SECONDARY,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,74,37,21,58,26,26,52,0,0,0,0,0,0,0,0,0,38,36,74,38,36,74,63,47,110,101,83,184
27251401521,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,SPRING DALE PRIMARY,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,119,110,229,61,46,107,71,48,119,63,50,113,62,53,115,27,35,62,33,27,60,35,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,232,516,68,49,117,352,281,633,0,0,0,352,281,633
27251401522,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,SPRING DALE SEC,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,21,58,38,23,61,25,30,55,0,0,0,0,0,0,0,0,0,37,21,58,37,21,58,63,53,116,100,74,174
27251401523,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,ABASAHEB GARWARE COLLEGE OF COMMERCE,0,Operational,4,Pvt. Aided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,234,392,197,219,416,0,0,0,0,0,0,0,0,0,355,453,808,355,453,808
27251401524,Urban,2013-14,272514,Aundh,272514015,PRABHAT ROAD,Ghole Road,2725140005,Aundh CRC No. 5,411004,ABASAHEB GARWARE COLLEGE OF SCI & ART,0,Operational,4,Pvt. Aided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,470,1265,604,414,1018,0,0,0,0,0,0,0,0,0,1399,884,2283,1399,884,2283
